$CS16MB,$CS32MB,$HAVE_SEQUENCE,$HAVE_CRYPTO,$PS1K,$HAVE_REPLICATION,$CS64MB,$DIAGNOSTIC,$HAVE_HASH,$PS4K,$CS512MB,$PS16K,$HAVE_VERIFY,$PS32K,$HAVE_STATISTICS,$PS8K,$<performance
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.37818258032489804
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0196563083495824
0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,7.434548992353259
0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,7.788403089098512
0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,5.6077344606380795
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,5.911876902231419
0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,7.72085530984673
0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,8.024997751440068
0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,5.662864342353309
0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,7.7759851915619596
0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5.9670067839466485
0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,8.080127633155298
0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,5.487585348183676
0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,6.8606230435803575
0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,5.791727789777015
0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,5.5427152298989055
0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,5.846857671492245
0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,5.7793098922404615
0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,5.834439773955691
0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,6.083452333833801
0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,6.138582215549031
0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,7.600706197392326
0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,7.904848638985665
0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,7.892430741449112
0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,7.152347587637143
0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,8.19657318304245
0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,7.655836079107556
0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,7.947560623164342
0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,7.959978520700894
0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,8.25170306475768
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0062328482501308
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.297957392306917
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.31037528984347
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1.602099833900256
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0613627299653603
0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,7.446966889889813
0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1.3655051715586992
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1.3530872740221462
0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1.6572297156154852
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3.1193536974587808
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3.411078241515567
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3.17448357917401
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3.466208123230796
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3.4234961390521197
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,3.478626020767349
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,3.715220683108906
0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,7.738691433946599
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,3.770350564824135
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.177808279852513
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.469532823909299
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.4819507214458518
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1.773675265502638
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3.290929129061163
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,3.595071570654502
0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,3.582653673117949
0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3.886796114711288
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1.2329381615677422
0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,6.728056033589401
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1.5246627056245283
0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,3.346059010776392
0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,3.6377835548331783
0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1.537080603161081
0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,3.650201452369731
0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1.8288051472178672
0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,3.941925996426517
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.592576694559586
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1.8843012386163722
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1.896719136152925
0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,7.314399879898855
0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2.188443680209711
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1.6477065762748153
0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1.9518490178681542
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1.9394311203316015
0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2.2435735619249404
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1.7641521261619681
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2.0558766702187543
0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1.8192820078771974
0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,2.1110065519339836
0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2.068294567755307
0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,7.0321984751827395
0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2.1234244494705363
0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,2.3600191118120932
0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,2.4151489935273225
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3.7056975437682356
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,3.997422087825022
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,4.009839985361575
0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,4.301564529418361
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,3.8772729753706177
0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,4.181415416963957
0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,4.168997519427404
0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,7.618542321492195
0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,4.473139961020743
0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,3.7608274254834653
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,4.052551969540251
0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,3.9324028570858474
0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,4.224127401142633
0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,4.064969867076805
0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,4.236545298679187
0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,4.35669441113359
0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,4.528269842735972
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5.071410020703601
0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,7.019780577646187
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,5.3631345647603865
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,5.37555246229694
0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,5.667277006353726
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5.1265399024188305
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,5.43068234401217
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,5.418264446475616
0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,5.722406888068956
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7.184530869912251
0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,7.476255413969037
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,7.239660751627481
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.7374549036334663
0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,7.323923019239525
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,7.531385295684267
0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,7.48867331150559
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,7.543803193220819
0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,7.780397855562375
0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,7.835527737277605
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5.657753867013056
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,5.949478411069841
0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,5.961896308606395
0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,6.253620852663181
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,7.770874716221705
0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,7.606124423955641
0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,8.075017157815045
0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,8.06259926027849
0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,8.366741701871831
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,5.712883748728285
0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,6.004608292785071
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,7.826004597936935
0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,8.11772914199372
0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,6.017026190321625
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,8.130147039530275
0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,6.30875073437841
